"SAMPLE_NUMBER","LOGIN_DATE","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","REPLICATE_COUNT","PRODUCT","CUSTOMER","IN_SPEC","PRODUCT_GRADE","SAMPLE_NAME","NAME","SAMPLING_POINT"
"6707556","20/10/2014 11:02:52 AM","20/10/2014 11:02:52 AM","T","IODI010493","Iodine","UG_P_100G","131","1","QC","","T","SRM","SRM","IODI01-14-0131","IRM001A"
"6712389","21/10/2014 12:33:39 PM","21/10/2014 12:33:39 PM","T","IODI010493","Iodine","UG_P_100G","138","1","QC","","T","SRM","SRM","IODI01-14-0132","IRM001A"
"6715313","22/10/2014 10:30:19 AM","22/10/2014 10:30:19 AM","T","IODI010493","Iodine","UG_P_100G","129","1","QC","","T","SRM","SRM","IODI01-14-0133","IRM001A"
"6724580","24/10/2014 09:59:44 AM","24/10/2014 09:59:44 AM","T","IODI010493","Iodine","UG_P_100G","135","1","QC","","T","SRM","SRM","IODI01-14-0134","IRM001A"
"6731739","27/10/2014 07:18:02 AM","27/10/2014 07:18:02 AM","T","IODI010493","Iodine","UG_P_100G","141","1","QC","","T","SRM","SRM","IODI01-14-0135","IRM001A"
"6737752","28/10/2014 01:21:32 PM","28/10/2014 01:21:32 PM","T","IODI010493","Iodine","UG_P_100G","121","1","QC","","T","SRM","SRM","IODI01-14-0136","IRM001A"
"6741532","29/10/2014 11:16:01 AM","29/10/2014 11:16:01 AM","T","IODI010493","Iodine","UG_P_100G","117","1","QC","","T","SRM","SRM","IODI01-14-0137","IRM001A"
"6746111","30/10/2014 11:25:54 AM","30/10/2014 11:25:54 AM","T","IODI010493","Iodine","UG_P_100G","133","1","QC","","T","SRM","SRM","IODI01-14-0138","IRM001A"
"6750601","31/10/2014 11:29:56 AM","31/10/2014 11:29:56 AM","T","IODI010493","Iodine","UG_P_100G","141","1","QC","","T","SRM","SRM","IODI01-14-0139","IRM001A"
"6756435","03/11/2014 09:35:23 AM","03/11/2014 09:35:23 AM","T","IODI010493","Iodine","UG_P_100G","128","1","QC","","T","SRM","SRM","IODI01-14-0140","IRM001A"
"6763330","05/11/2014 10:39:00 AM","05/11/2014 10:39:00 AM","T","IODI010493","Iodine","UG_P_100G","127","1","QC","","T","SRM","SRM","IODI01-14-0141","IRM001A"
"6772316","07/11/2014 12:02:30 PM","07/11/2014 12:02:30 PM","T","IODI010493","Iodine","UG_P_100G","141","1","QC","","T","SRM","SRM","IODI01-14-0142","IRM001A"
"6773595","07/11/2014 03:26:23 PM","07/11/2014 03:26:23 PM","T","IODI010493","Iodine","UG_P_100G","126","1","QC","","T","SRM","SRM","IODI01-14-0143","IRM001A"
"6779363","10/11/2014 01:26:01 PM","10/11/2014 01:26:01 PM","T","IODI010493","Iodine","UG_P_100G","95","1","QC","","T","SRM","SRM","IODI01-14-0144","IRM001A"
"6782744","11/11/2014 11:00:49 AM","11/11/2014 11:00:49 AM","T","IODI010493","Iodine","UG_P_100G","127","1","QC","","T","SRM","SRM","IODI01-14-0145","IRM001A"
"6786842","12/11/2014 10:17:38 AM","12/11/2014 10:17:38 AM","T","IODI010493","Iodine","UG_P_100G","139","1","QC","","T","SRM","SRM","IODI01-14-0146","IRM001A"
"6816985","20/11/2014 11:58:45 AM","20/11/2014 11:58:45 AM","T","IODI010493","Iodine","UG_P_100G","120","1","QC","","T","SRM","SRM","IODI01-14-0148","IRM001A"
"6829668","24/11/2014 02:57:02 PM","24/11/2014 02:57:02 PM","T","IODI010493","Iodine","UG_P_100G","138","1","QC","","T","SRM","SRM","IODI01-14-0149","IRM001A"
"6837335","26/11/2014 11:52:37 AM","26/11/2014 11:52:37 AM","T","IODI010493","Iodine","UG_P_100G","114","1","QC","","T","SRM","SRM","IODI01-14-0150","IRM001A"
"6841442","27/11/2014 10:30:28 AM","27/11/2014 10:30:28 AM","T","IODI010493","Iodine","UG_P_100G","111","1","QC","","T","SRM","SRM","IODI01-14-0151","IRM001A"
"6854304","01/12/2014 01:31:21 PM","01/12/2014 01:31:21 PM","T","IODI010493","Iodine","UG_P_100G","131","1","QC","","T","SRM","SRM","IODI01-14-0152","IRM001A"
"6856408","02/12/2014 06:43:38 AM","02/12/2014 06:43:38 AM","T","IODI010493","Iodine","UG_P_100G","135","1","QC","","T","SRM","SRM","IODI01-14-0153","IRM001A"
"6862108","03/12/2014 09:47:50 AM","03/12/2014 09:47:50 AM","T","IODI010493","Iodine","UG_P_100G","138","1","QC","","T","SRM","SRM","IODI01-14-0154","IRM001A"
"6871901","05/12/2014 11:33:07 AM","05/12/2014 11:33:07 AM","T","IODI010493","Iodine","UG_P_100G","126","1","QC","","T","SRM","SRM","IODI01-14-0155","IRM001A"
"6875606","06/12/2014 12:13:17 PM","06/12/2014 12:13:17 PM","T","IODI010493","Iodine","UG_P_100G","137","1","QC","","T","SRM","SRM","IODI01-14-0156","IRM001A"
"6878466","08/12/2014 08:03:23 AM","08/12/2014 08:03:23 AM","T","IODI010493","Iodine","UG_P_100G","131","1","QC","","T","SRM","SRM","IODI01-14-0157","IRM001A"
"6884072","09/12/2014 11:43:13 AM","09/12/2014 11:43:13 AM","T","IODI010493","Iodine","UG_P_100G","136","1","QC","","T","SRM","SRM","IODI01-14-0158","IRM001A"
"6888633","10/12/2014 12:15:40 PM","10/12/2014 12:15:40 PM","T","IODI010493","Iodine","UG_P_100G","135","1","QC","","T","SRM","SRM","IODI01-14-0159","IRM001A"
"6895472","12/12/2014 06:10:28 AM","12/12/2014 06:10:28 AM","T","IODI010493","Iodine","UG_P_100G","108","1","QC","","T","SRM","SRM","IODI01-14-0160","IRM001A"
"6903532","15/12/2014 09:33:54 AM","15/12/2014 09:33:54 AM","T","IODI010493","Iodine","UG_P_100G","97","1","QC","","T","SRM","SRM","IODI01-14-0161","IRM001A"
"6906342","16/12/2014 06:35:35 AM","16/12/2014 06:35:35 AM","T","IODI010493","Iodine","UG_P_100G","102","1","QC","","T","SRM","SRM","IODI01-14-0162","IRM001A"
"6915624","18/12/2014 06:14:09 AM","18/12/2014 06:14:09 AM","T","IODI010493","Iodine","UG_P_100G","123","1","QC","","T","SRM","SRM","IODI01-14-0163","IRM001A"
"6922667","19/12/2014 11:24:27 AM","19/12/2014 11:24:27 AM","T","IODI010493","Iodine","UG_P_100G","118","1","QC","","T","SRM","SRM","IODI01-14-0164","IRM001A"
"6925326","20/12/2014 09:08:38 AM","20/12/2014 09:08:38 AM","T","IODI010493","Iodine","UG_P_100G","137","1","QC","","T","SRM","SRM","IODI01-14-0165","IRM001A"
"6925404","20/12/2014 09:26:01 AM","20/12/2014 09:26:01 AM","T","IODI010493","Iodine","UG_P_100G","137","1","QC","","T","SRM","SRM","IODI01-14-0166","IRM001A"
"6929857","22/12/2014 11:36:50 AM","22/12/2014 11:36:50 AM","T","IODI010493","Iodine","UG_P_100G","120","1","QC","","T","SRM","SRM","IODI01-14-0167","IRM001A"
"6932258","23/12/2014 07:58:16 AM","23/12/2014 07:58:16 AM","T","ICPM050214","Iodine","MG_P_KG","1.32","1","QC","","T","SRM","SRM","ICPM05-14-0002","IRM001A"
"6938038","24/12/2014 11:20:35 AM","24/12/2014 11:20:35 AM","T","IODI010493","Iodine","UG_P_100G","116","1","QC","","T","SRM","SRM","IODI01-14-0168","IRM001A"
"6942042","27/12/2014 06:56:41 AM","27/12/2014 06:56:41 AM","T","IODI010493","Iodine","UG_P_100G","121","1","QC","","T","SRM","SRM","IODI01-14-0169","IRM001A"
"6947123","30/12/2014 06:34:02 AM","30/12/2014 06:34:02 AM","T","IODI010493","Iodine","UG_P_100G","94","1","QC","","T","SRM","SRM","IODI01-14-0170","IRM001A"
"6954682","02/01/2015 06:12:05 AM","02/01/2015 06:12:05 AM","T","IODI010493","Iodine","UG_P_100G","102","1","QC","","T","SRM","SRM","IODI01-15-0001","IRM001A"
"6954929","02/01/2015 07:52:37 AM","02/01/2015 07:52:37 AM","T","IODI010493","Iodine","UG_P_100G","130","1","QC","","T","SRM","SRM","IODI01-15-0002","IRM001A"
"6960291","05/01/2015 11:28:40 AM","05/01/2015 11:28:40 AM","T","IODI010493","Iodine","UG_P_100G","109","1","QC","","T","SRM","SRM","IODI01-15-0003","IRM001A"
"6973395","08/01/2015 05:06:13 PM","08/01/2015 05:06:13 PM","T","IODI010493","Iodine","UG_P_100G","119","1","QC","","T","SRM","SRM","IODI01-15-0004","IRM001A"
"6974111","09/01/2015 06:59:24 AM","09/01/2015 06:59:24 AM","T","IODI010493","Iodine","UG_P_100G","96","1","QC","","T","SRM","SRM","IODI01-15-0005","IRM001A"
"6976788","09/01/2015 03:02:57 PM","09/01/2015 03:02:57 PM","T","IODI010493","Iodine","UG_P_100G","140","1","QC","","T","SRM","SRM","IODI01-15-0006","IRM001A"
"6980872","12/01/2015 08:11:39 AM","12/01/2015 08:11:39 AM","T","IODI010493","Iodine","UG_P_100G","121","1","QC","","T","SRM","SRM","IODI01-15-0007","IRM001A"
"6990926","14/01/2015 03:09:56 PM","14/01/2015 03:09:56 PM","T","IODI010493","Iodine","UG_P_100G","126","1","QC","","T","SRM","SRM","IODI01-15-0008","IRM001A"
"7004675","19/01/2015 12:55:49 PM","19/01/2015 12:55:49 PM","T","IODI010493","Iodine","UG_P_100G","137","1","QC","","T","SRM","SRM","IODI01-15-0009","IRM001A"
"7015284","22/01/2015 07:50:50 AM","22/01/2015 07:50:50 AM","T","IODI010493","Iodine","UG_P_100G","127","1","QC","","T","SRM","SRM","IODI01-15-0010","IRM001A"
"7021549","23/01/2015 01:22:53 PM","23/01/2015 01:22:53 PM","T","IODI010493","Iodine","UG_P_100G","97","1","QC","","T","SRM","SRM","IODI01-15-0011","IRM001A"
"7030757","27/01/2015 07:50:12 PM","27/01/2015 07:50:12 PM","T","IODI010493","Iodine","UG_P_100G","99","1","QC","","T","SRM","SRM","IODI01-15-0012","IRM001A"
"7035907","29/01/2015 09:53:16 AM","29/01/2015 09:53:16 AM","T","IODI010493","Iodine","","","1","QC","","T","SRM","SRM","IODI01-15-0013","IRM001A"
"7040338","30/01/2015 10:16:07 AM","30/01/2015 10:16:07 AM","T","IODI010493","Iodine","UG_P_100G","80","1","QC","","F","SRM","SRM","IODI01-15-0014","IRM001A"
"7052442","03/02/2015 01:18:26 PM","03/02/2015 01:18:26 PM","T","IODI010493","Iodine","UG_P_100G","118","1","QC","","T","SRM","SRM","IODI01-15-0015","IRM001A"
"7062034","05/02/2015 05:16:40 PM","05/02/2015 05:16:40 PM","T","IODI010493","Iodine","UG_P_100G","101","1","QC","","T","SRM","SRM","IODI01-15-0016","IRM001A"
"7075151","10/02/2015 11:53:21 AM","10/02/2015 11:53:21 AM","T","IODI010493","Iodine","UG_P_100G","137","1","QC","","T","SRM","SRM","IODI01-15-0017","IRM001A"
"7080803","11/02/2015 03:36:08 PM","11/02/2015 03:36:08 PM","T","IODI010493","Iodine","UG_P_100G","149","1","QC","","F","SRM","SRM","IODI01-15-0018","IRM001A"
"7083638","12/02/2015 10:37:25 AM","12/02/2015 10:37:25 AM","T","IODI010493","Iodine","UG_P_100G","111","1","QC","","T","SRM","SRM","IODI01-15-0019","IRM001A"
"7092497","14/02/2015 11:05:47 AM","14/02/2015 11:05:47 AM","T","IODI010493","Iodine","UG_P_100G","132","1","QC","","T","SRM","SRM","IODI01-15-0020","IRM001A"
"7096647","16/02/2015 01:30:04 PM","16/02/2015 01:30:04 PM","T","IODI010493","Iodine","UG_P_100G","126","1","QC","","T","SRM","SRM","IODI01-15-0021","IRM001A"
"7100697","17/02/2015 01:37:24 PM","17/02/2015 01:37:24 PM","T","IODI010493","Iodine","UG_P_100G","150","1","QC","","F","SRM","SRM","IODI01-15-0022","IRM001A"
"7108708","19/02/2015 12:08:10 PM","19/02/2015 12:08:10 PM","T","IODI010493","Iodine","UG_P_100G","127","1","QC","","T","SRM","SRM","IODI01-15-0023","IRM001A"
"7116494","21/02/2015 12:38:47 PM","21/02/2015 12:38:47 PM","T","IODI010493","Iodine","UG_P_100G","99","1","QC","","T","SRM","SRM","IODI01-15-0024","IRM001A"
"7121830","24/02/2015 08:24:10 AM","24/02/2015 08:24:10 AM","T","IODI010493","Iodine","UG_P_100G","119","1","QC","","T","SRM","SRM","IODI01-15-0025","IRM001A"
"7125480","25/02/2015 07:40:38 AM","25/02/2015 07:40:38 AM","T","IODI010493","Iodine","UG_P_100G","112","1","QC","","T","SRM","SRM","IODI01-15-0026","IRM001A"
"7131799","26/02/2015 11:18:07 AM","26/02/2015 11:18:07 AM","T","IODI010493","Iodine","UG_P_100G","139","1","QC","","T","SRM","SRM","IODI01-15-0027","IRM001A"
"7135410","27/02/2015 10:13:05 AM","27/02/2015 10:13:05 AM","T","IODI010493","Iodine","UG_P_100G","102","1","QC","","T","SRM","SRM","IODI01-15-0028","IRM001A"
"7138404","28/02/2015 07:26:33 AM","28/02/2015 07:26:33 AM","T","IODI010493","Iodine","UG_P_100G","151","1","QC","","F","SRM","SRM","IODI01-15-0029","IRM001A"
"7141746","02/03/2015 07:05:17 AM","02/03/2015 07:05:17 AM","T","IODI010493","Iodine","UG_P_100G","120","1","QC","","T","SRM","SRM","IODI01-15-0030","IRM001A"
"7147469","03/03/2015 12:29:12 PM","03/03/2015 12:29:12 PM","T","IODI010493","Iodine","UG_P_100G","121","1","QC","","T","SRM","SRM","IODI01-15-0031","IRM001A"
"7154742","05/03/2015 06:24:56 AM","05/03/2015 06:24:56 AM","T","IODI010493","Iodine","UG_P_100G","135","1","QC","","T","SRM","SRM","IODI01-15-0032","IRM001A"
"7159223","06/03/2015 06:29:28 AM","06/03/2015 06:29:28 AM","T","IODI010493","Iodine","UG_P_100G","136","1","QC","","T","SRM","SRM","IODI01-15-0033","IRM001A"
"7167877","10/03/2015 07:21:20 AM","10/03/2015 07:21:20 AM","T","IODI010493","Iodine","UG_P_100G","130","1","QC","","T","SRM","SRM","IODI01-15-0034","IRM001A"
"7179069","12/03/2015 01:14:46 PM","12/03/2015 01:14:46 PM","T","IODI010493","Iodine","UG_P_100G","137","1","QC","","T","SRM","SRM","IODI01-15-0035","IRM001A"
"7184376","13/03/2015 08:32:40 PM","13/03/2015 08:32:40 PM","T","IODI010493","Iodine","UG_P_100G","111","1","QC","","T","SRM","SRM","IODI01-15-0036","IRM001A"
"7187938","16/03/2015 07:04:18 AM","16/03/2015 07:04:18 AM","T","IODI010493","Iodine","UG_P_100G","107","1","QC","","T","SRM","SRM","IODI01-15-0037","IRM001A"
"7200406","19/03/2015 07:18:42 AM","19/03/2015 07:18:42 AM","T","IODI010493","Iodine","UG_P_100G","125","1","QC","","T","SRM","SRM","IODI01-15-0038","IRM001A"
"7208990","21/03/2015 07:30:59 AM","21/03/2015 07:30:59 AM","T","IODI010493","Iodine","UG_P_100G","122","1","QC","","T","SRM","SRM","IODI01-15-0039","IRM001A"
"7221951","25/03/2015 12:22:38 PM","25/03/2015 12:22:38 PM","T","IODI010493","Iodine","UG_P_100G","107","1","QC","","T","SRM","SRM","IODI01-15-0040","IRM001A"
"7225893","26/03/2015 11:05:36 AM","26/03/2015 11:05:36 AM","T","IODI010493","Iodine","UG_P_100G","117","1","QC","","T","SRM","SRM","IODI01-15-0041","IRM001A"
"7229023","27/03/2015 08:34:13 AM","27/03/2015 08:34:13 AM","T","IODI010493","Iodine","UG_P_100G","114","1","QC","","T","SRM","SRM","IODI01-15-0042","IRM001A"
"7239052","31/03/2015 07:12:03 AM","31/03/2015 07:12:03 AM","T","IODI010493","Iodine","UG_P_100G","137","1","QC","","T","SRM","SRM","IODI01-15-0043","IRM001A"
"7252268","02/04/2015 02:54:33 PM","02/04/2015 02:54:33 PM","T","IODI010493","Iodine","UG_P_100G","120","1","QC","","T","SRM","SRM","IODI01-15-0044","IRM001A"
"7252301","02/04/2015 03:03:59 PM","02/04/2015 03:03:59 PM","T","IODI010493","Iodine","UG_P_100G","118","1","QC","","T","SRM","SRM","IODI01-15-0045","IRM001A"
"7258802","06/04/2015 02:00:02 PM","06/04/2015 02:00:02 PM","T","IODI010493","Iodine","UG_P_100G","104","1","QC","","T","SRM","SRM","IODI01-15-0046","IRM001A"
"7259007","06/04/2015 03:33:57 PM","06/04/2015 03:33:57 PM","T","IODI010493","Iodine","","","1","QC","","T","SRM","SRM","IODI01-15-0047","IRM001A"
"7267384","09/04/2015 08:17:02 AM","09/04/2015 08:17:02 AM","T","IODI010493","Iodine","UG_P_100G","121","1","QC","","T","SRM","SRM","IODI01-15-0048","IRM001A"
"7276077","10/04/2015 08:06:27 PM","10/04/2015 08:06:27 PM","T","IODI010493","Iodine","UG_P_100G","106","1","QC","","T","SRM","SRM","IODI01-15-0049","IRM001A"
"7279303","13/04/2015 08:01:30 AM","13/04/2015 08:01:30 AM","T","IODI010493","Iodine","UG_P_100G","135","1","QC","","T","SRM","SRM","IODI01-15-0050","IRM001A"
"7282682","14/04/2015 07:10:24 AM","14/04/2015 07:10:24 AM","T","IODI010493","Iodine","UG_P_100G","138","1","QC","","T","SRM","SRM","IODI01-15-0051","IRM001A"
"7293069","16/04/2015 07:43:38 AM","16/04/2015 07:43:38 AM","T","ICPM050214","Iodine","MG_P_KG","1.11","1","QC","","T","SRM","SRM","ICPM05-15-0001","IRM001A"
"7297845","17/04/2015 06:48:24 AM","17/04/2015 06:48:24 AM","T","IODI010493","Iodine","UG_P_100G","123","1","QC","","T","SRM","SRM","IODI01-15-0052","IRM001A"
"7303304","18/04/2015 12:30:25 PM","18/04/2015 12:30:25 PM","T","IODI010493","Iodine","UG_P_100G","126","1","QC","","T","SRM","SRM","IODI01-15-0053","IRM001A"
"7305486","20/04/2015 07:16:52 AM","20/04/2015 07:16:52 AM","T","IODI010493","Iodine","UG_P_100G","128","1","QC","","T","SRM","SRM","IODI01-15-0054","IRM001A"
"7315098","22/04/2015 11:00:23 AM","22/04/2015 11:00:23 AM","T","IODI010493","Iodine","UG_P_100G","125","1","QC","","T","SRM","SRM","IODI01-15-0055","IRM001A"
"7324286","24/04/2015 11:20:27 AM","24/04/2015 11:20:27 AM","T","IODI010493","Iodine","UG_P_100G","110","1","QC","","T","SRM","SRM","IODI01-15-0056","IRM001A"
"7324316","24/04/2015 11:23:39 AM","24/04/2015 11:23:39 AM","T","IODI010493","Iodine","UG_P_100G","121","1","QC","","T","SRM","SRM","IODI01-15-0057","IRM001A"
"7330565","27/04/2015 09:30:31 AM","27/04/2015 09:30:31 AM","T","IODI010493","Iodine","UG_P_100G","101","1","QC","","T","SRM","SRM","IODI01-15-0058","IRM001A"
"7334203","28/04/2015 09:30:37 AM","28/04/2015 09:30:37 AM","T","IODI010493","Iodine","UG_P_100G","134","1","QC","","T","SRM","SRM","IODI01-15-0059","IRM001A"
"7338086","29/04/2015 08:32:33 AM","29/04/2015 08:32:33 AM","T","IODI010493","Iodine","UG_P_100G","111","1","QC","","T","SRM","SRM","IODI01-15-0060","IRM001A"
"7342547","30/04/2015 08:42:02 AM","30/04/2015 08:42:02 AM","T","IODI010493","Iodine","UG_P_100G","136","1","QC","","T","SRM","SRM","IODI01-15-0061","IRM001A"
"7347019","01/05/2015 09:05:15 AM","01/05/2015 09:05:15 AM","T","IODI010493","Iodine","UG_P_100G","122","1","QC","","T","SRM","SRM","IODI01-15-0062","IRM001A"
"7354126","04/05/2015 08:40:13 AM","04/05/2015 08:40:13 AM","T","IODI010493","Iodine","UG_P_100G","134","1","QC","","T","SRM","SRM","IODI01-15-0063","IRM001A"
"7358487","05/05/2015 11:10:59 AM","05/05/2015 11:10:59 AM","T","IODI010493","Iodine","UG_P_100G","125","1","QC","","T","SRM","SRM","IODI01-15-0064","IRM001A"
"7364020","06/05/2015 02:57:59 PM","06/05/2015 02:57:59 PM","T","IODI010493","Iodine","UG_P_100G","101","1","QC","","T","SRM","SRM","IODI01-15-0065","IRM001A"
"7365811","07/05/2015 08:46:19 AM","07/05/2015 08:46:19 AM","T","IODI010493","Iodine","UG_P_100G","98","1","QC","","T","SRM","SRM","IODI01-15-0066","IRM001A"
"7372111","08/05/2015 02:24:09 PM","08/05/2015 02:24:09 PM","T","IODI010493","Iodine","UG_P_100G","119","1","QC","","T","SRM","SRM","IODI01-15-0067","IRM001A"
"7379716","11/05/2015 08:18:16 PM","11/05/2015 08:18:16 PM","T","IODI010493","Iodine","UG_P_100G","111","1","QC","","T","SRM","SRM","IODI01-15-0068","IRM001A"
"7381791","12/05/2015 12:06:58 PM","12/05/2015 12:06:58 PM","T","IODI010493","Iodine","UG_P_100G","112","1","QC","","T","SRM","SRM","IODI01-15-0069","IRM001A"
"7391945","14/05/2015 02:45:36 PM","14/05/2015 02:45:36 PM","T","IODI010493","Iodine","UG_P_100G","122","1","QC","","T","SRM","SRM","IODI01-15-0070","IRM001A"
"7395088","15/05/2015 11:29:26 AM","15/05/2015 11:29:26 AM","T","IODI010493","Iodine","UG_P_100G","129","1","QC","","T","SRM","SRM","IODI01-15-0071","IRM001A"
